Datenbestand;Aktenzeichen/Registernummer;Markendarstellung;Aktenzustand
EM;"011306883";PerioMarker;Marke eingetragen
EM;"011306966";VALid-SSD;Marke eingetragen
EM;"011306991";SUPERCONDRIAQUE;Marke eingetragen
EM;"011307031";ImplantSafe;Marke eingetragen
EM;"011307394";KIDSTART;Marke eingetragen
EM;"011307451";TecArt;Marke eingetragen
EM;"011307535";suricatta;Marke eingetragen
EM;"011307543";ipadmini.com;Anmeldung zurückgenommen
EM;"011307584";FASHION LOCALS;Marke eingetragen
EM;"011307709";SIGMAVISTA;Marke eingetragen
EM;"011308046";THE SPECIALS;Anmeldung zurückgenommen
EM;"011308103";Siehweb;Marke eingetragen
EM;"011308194";QNA INTELLI;Marke eingetragen
EM;"011308351";URML;Marke eingetragen
EM;"011308467";HABILIA;Marke eingetragen
EM;"011308855";NCP;Marke eingetragen
EM;"011308954";LEEDS AND PARTNERS;Marke eingetragen
EM;"011309093";uSpeak;Marke eingetragen
EM;"011309135";FUTURE LIVING BERLIN;Marke eingetragen
EM;"011309151";Siehnet;Marke eingetragen
EM;"011309192";Internetseher;Anmeldung zurückgewiesen
EM;"011309201";Internethörer;Anmeldung zurückgewiesen
EM;"011309441";DEAD HEAT RIDERS;Marke eingetragen
EM;"011309606";Happy Dolphin;Marke eingetragen
EM;"011309631";MECALUX;Marke eingetragen
EM;"011309671";Rotor Sync;Anmeldung zurückgewiesen
EM;"011309895";Carfrogger;Marke eingetragen
EM;"011309994";GED;Marke eingetragen
EM;"011310125";YOOQUIK;Marke eingetragen
EM;"011310448";Diims;Marke eingetragen
EM;"011310539";SIEGERTYPEN GESUCHT;Marke eingetragen
EM;"011310737";bareos;Marke eingetragen
EM;"011311198";LITTLE DREAMER;Marke eingetragen
EM;"011311231";HEMKAS;Marke eingetragen
EM;"011311289";SECURISHIELD;Marke eingetragen
EM;"011311487";VHX;Marke eingetragen
EM;"011311768";THE GUARDIAN;Marke eingetragen
EM;"011311776";THE OBSERVER;Marke eingetragen
EM;"011311784";MEDIA GUARDIAN;Marke eingetragen
EM;"011311792";PASS NOTES;Marke eingetragen
EM;"011312014";BLINKX MEDIA;Marke eingetragen
EM;"011312097";A:QSMS;Marke eingetragen
EM;"011314663";COLUGO;Marke eingetragen
EM;"011314771";CPAP-CHECK;Anmeldung zurückgewiesen
EM;"011315017";CRM MATISSE;Marke eingetragen
EM;"011315322";ADS SCIENCE;Anmeldung zurückgewiesen
EM;"011315413";modulic;Marke eingetragen
EM;"011315462";PICKTURE;Marke eingetragen
EM;"011315553";Pohl Consulting;Marke eingetragen
EM;"011315736";Liebergeld;Marke eingetragen
EM;"011315769";Peltzer & Ehlers;Marke eingetragen
EM;"011315959";HP LIVE PAPER;Marke eingetragen
EM;"011316023";Yolo;Marke eingetragen
EM;"011316031";CLOUPIA;Marke eingetragen
EM;"011316131";CHILLSENSE;Marke eingetragen
EM;"011316148";LA FOURCHETTE;Marke eingetragen
EM;"011316197";Entrepreneurship Campus;Marke eingetragen
EM;"011316271";MYFOURCHETTE;Marke eingetragen
EM;"011316296";Entrepreneurship Campus Berlin;Marke eingetragen
EM;"011316551";MULTIOMYX;Marke eingetragen
EM;"011316635";TALENTCALL;Marke eingetragen
EM;"011316643";ENTERPRISE 20/20;Marke eingetragen
EM;"011316718";neosmart;Marke eingetragen
EM;"011316742";iTesso;Marke eingetragen
EM;"011316759";GREENSPEED;Marke eingetragen
EM;"011316858";Funddy;Marke eingetragen
EM;"011317179";MINIMONOS;Marke eingetragen
EM;"011317344";TIME FOR GAS;Marke eingetragen
EM;"011317377";TIXMACHINE;Marke eingetragen
EM;"011317501";MediaBill;Marke eingetragen
EM;"011317534";iSmash;Marke eingetragen
EM;"011317567";WIFIMAN;Marke eingetragen
EM;"011317625";RELIVE THE PASSION - FIND YOUR AFFAIR;Marke eingetragen
EM;"011317872";APPTURE;Marke eingetragen
EM;"011317948";RAPTURE;Marke eingetragen
EM;"011318219";AAM DELIVERING POWER;Marke eingetragen
EM;"011318409";apomio;Marke eingetragen
EM;"011318565";IRIS VAN HERPEN;Marke eingetragen
EM;"011318789";utd.;Marke eingetragen
EM;"011318854";optionbit;Anmeldung zurückgewiesen
EM;"011319076";DOMUS;Marke eingetragen
EM;"011319092";CROWNLAKE;Marke eingetragen
EM;"011319373";ESSAR;Marke eingetragen
EM;"011319456";PEAK-AEROSPACE;Marke eingetragen
EM;"011319472";WEALTHBENCH;Marke eingetragen
EM;"011319571";DropYa!;Marke eingetragen
EM;"011319589";BLIZZARD ALL-STARS;Marke eingetragen
EM;"011319712";FRAXSOFT;Marke eingetragen
EM;"011319746";FEERIK;Marke eingetragen
EM;"011319985";BINTRAY;Marke eingetragen
EM;"011320017";OhMyDollz;Marke eingetragen
EM;"011320066";regionalkauf;Marke eingetragen
EM;"011320371";STYLE IDOL;Anmeldung zurückgenommen
EM;"011320397";ECOFLO;Marke eingetragen
EM;"011320439";Saab & Co;Anmeldung zurückgenommen
EM;"011320512";MOONFRYE;Marke eingetragen
EM;"011320678";MOTION UNITED;Marke eingetragen
EM;"011320793";RICHES OF AFRICA;Marke eingetragen
EM;"011320827";DIE LILA LOGISTIK;Marke eingetragen
EM;"011320926";LILA CONSULT;Marke eingetragen
EM;"011320975";LILA LOGISTIK;Marke eingetragen
EM;"011321007";LILA;Marke eingetragen
EM;"011321015";THE MPN;Marke eingetragen
EM;"011321023";LILA OPERATING;Marke eingetragen
EM;"011321205";fluxatron;Marke eingetragen
EM;"011321569";Wutzwhat;Marke eingetragen
EM;"011321601";BATTLEFIELD 4;Marke eingetragen
EM;"011321726";EMAGINE;Marke eingetragen
EM;"011321767";DROPDESK;Marke eingetragen
EM;"011321783";SCROOGE;Marke eingetragen
EM;"011321841";APB VENDETTA;Marke eingetragen
EM;"011321965";SLUSSEN;Marke eingetragen
EM;"011322112";Movefy;Marke eingetragen
EM;"011322351";EURO 2024;Marke eingetragen
EM;"011322443";IMAGE.NET;Anmeldung zurückgewiesen
EM;"011322542";CJC;Marke eingetragen
EM;"011322625";regionalwerk BODENSEE;Marke eingetragen
EM;"011322658";L'Italia che lavora;Marke eingetragen
EM;"011322682";ITALIA CHE LAVORA;Marke eingetragen
EM;"011322898";The Voice;Verzicht auf Eintragung
EM;"011322948";LTC-OTSO;Marke eingetragen
EM;"011323128";BAUHN;Marke eingetragen
EM;"011323301";VOLUPROTECT;Marke eingetragen
EM;"011323318";BAROPROTECT;Marke eingetragen
EM;"011323326";Medec Pure Touch;Marke eingetragen
EM;"011323417";VitreaAdvanced;Marke eingetragen
EM;"011323425";Steamboat;Marke eingetragen
EM;"011323491";Connexi;Marke eingetragen
EM;"011323599";Long John Silver;Marke eingetragen
EM;"011323672";POGO;Marke eingetragen
EM;"011323904";LITEKIT;Anmeldung zurückgewiesen
EM;"011323946";TechniCloud;Marke eingetragen
EM;"011324019";QUBIDU;Marke eingetragen
EM;"011324027";bluekiwi;Marke eingetragen
EM;"011324043";blueKiwi ZEN;Marke eingetragen
EM;"011324472";Ben Gunn;Marke eingetragen
EM;"011324571";Spinning Chip;Marke eingetragen
EM;"011324597";Khan;Marke eingetragen
EM;"011324621";Mystic Rocks;Marke eingetragen
EM;"011324696";BrandMemo;Marke eingetragen
EM;"011324753";TAKU;Marke eingetragen
EM;"011324761";WGLL;Marke eingetragen
EM;"011324845";LOOKWISE;Marke eingetragen
EM;"011324894";INNOFACE;Marke eingetragen
EM;"011324993";WOP;Marke eingetragen
EM;"011325032";Cypherix;Marke eingetragen
EM;"011325198";LEPAI;Marke eingetragen
EM;"011325354";MINT.COM;Marke eingetragen
EM;"011325511";AUTOMILL;Anmeldung zurückgenommen
EM;"011325537";KITSBOW;Marke eingetragen
EM;"011325792";QR;Marke eingetragen
EM;"011325801";OCERE;Marke eingetragen
EM;"011325917";ORIOKO;Marke eingetragen
EM;"011326162";VIVAGO;Marke eingetragen
EM;"011326345";VIRTUAL TABULATION;Marke eingetragen
EM;"011326402";BENESSERE LA SALUTE CON L'ANIMA;Marke eingetragen
EM;"011326527";MAGTOR;Marke eingetragen
EM;"011327004";BIMprojects;Anmeldung zurückgewiesen
EM;"011327046";CLEWINN;Marke eingetragen
EM;"011327079";CISA;Marke eingetragen
EM;"011327269";BlackBridge;Marke eingetragen
EM;"011327459";ITS REZEXCHANGE;Marke eingetragen
EM;"011327723";VANCIVE;Marke eingetragen
EM;"011328028";DREAMISODE;Marke eingetragen
EM;"011328192";NUM'AXES;Marke eingetragen
EM;"011328218";TREASURIZE;Marke eingetragen
EM;"011328259";TELAXO;Marke eingetragen
EM;"011328267";kakto;Marke eingetragen
EM;"011328333";Tierfuchs;Marke eingetragen
EM;"011328481";GLAD TO HAVE YOU;Marke eingetragen
EM;"011328556";THE MIGHTY QUEST FOR EPIC LOOT;Marke eingetragen
EM;"011328754";telcomap;Marke eingetragen
EM;"011328788";Top;Anmeldung zurückgenommen
EM;"011328895";LuxperienceLab;Marke eingetragen
EM;"011329133";TIME4MIND;Marke eingetragen
EM;"011329191";TNA;Marke eingetragen
EM;"011329281";IMPACT;Marke eingetragen
EM;"011329372";JOHN ZINK HAMWORTHY COMBUSTION;Marke eingetragen
EM;"011329513";DuBot;Marke eingetragen
EM;"011329539";SOUNDTOUCH;Anmeldung zurückgenommen
EM;"011329711";VALid-USA;Marke eingetragen
EM;"011329851";MAGIC GARDENS;Marke eingetragen
EM;"011329951";SbyC;Marke eingetragen
EM;"011330073";Altech SetOne;Marke eingetragen
EM;"011330214";DJUCED TAB;Marke eingetragen
EM;"011330297";EJ SIKKE LEJ;Marke eingetragen
EM;"011330446";iPAY TRAVEL;Anmeldung zurückgewiesen
EM;"011330453";curineo;Marke eingetragen
EM;"011330461";iPAY MOBILE;Anmeldung zurückgewiesen
EM;"011330495";iPAY EU;Marke eingetragen
EM;"011330511";iPAY RO;Marke eingetragen
EM;"011330537";SIDEWALK;Marke eingetragen
EM;"011330561";iPAY TAG;Anmeldung zurückgewiesen
EM;"011330594";iPAY WALLET;Marke eingetragen
EM;"011330685";AirSafe;Marke eingetragen
EM;"011330792";ODOBO PLAYPASS;Marke eingetragen
EM;"011330801";POREXPERT;Marke eingetragen
EM;"011330818";ODOBO RAISE YOUR GAME;Marke eingetragen
EM;"011330826";E-TRANS - Translating the Future;Marke eingetragen
EM;"011331113";IMAGEX;Marke eingetragen
EM;"011331162";ScisoR;Marke eingetragen
EM;"011331171";OLD NAVY;Marke eingetragen
EM;"011331279";BANANA REPUBLIC;Marke eingetragen
EM;"011331345";GAP;Marke eingetragen - Löschung anhängig
EM;"011331493";PURPAN;Marke eingetragen
EM;"011331576";Cudaboo;Marke eingetragen
EM;"011331601";PalDesigner;Marke eingetragen
EM;"011331667";LUMINOUS STUDIO;Marke eingetragen
EM;"011331725";AQUOBEX;Marke eingetragen
EM;"011331881";Thintune;Marke eingetragen
EM;"011332095";BOOKELIS;Marke eingetragen
EM;"011332459";AC-EXS;Marke eingetragen
EM;"011332467";Shelf Organiser;Marke eingetragen
EM;"011332509";LABFICIENCY;Marke eingetragen
EM;"011332715";EYENIMAL;Marke eingetragen
EM;"011332756";CITADINES SUITES;Marke eingetragen
EM;"011332897";VoIPmonitor;Marke eingetragen
EM;"011333309";EIZEIT;Marke eingetragen
EM;"011333317";FABULONIA;Marke eingetragen
EM;"011333333";Bank Salud;Marke eingetragen
EM;"011333416";DubLi;Marke eingetragen
EM;"011333441";IMAGE NATION;Marke eingetragen
EM;"011333531";PROPENTUS UNITED IDENTITY;Marke eingetragen
EM;"011333994";VUEZONE;Marke eingetragen
EM;"011334018";TEKKEN CARD TOURNAMENT;Marke eingetragen
EM;"011334067";Totalcom;Anmeldung zurückgewiesen
EM;"011334117";WHERE'S MY WATER?;Marke eingetragen
EM;"011334241";osceola;Marke eingetragen
EM;"011334414";WHERE'S MY PERRY?;Marke eingetragen
EM;"011334505";NIGHTY NIGHTMARE;Marke eingetragen
EM;"011334695";SMARTVIEW;Marke eingetragen
EM;"011334752";occhio della mente;Marke eingetragen
EM;"011334951";NINO;Marke eingetragen
EM;"011335098";NINA;Anmeldung zurückgenommen
EM;"011335361";CROSSTRACK;Marke eingetragen
EM;"011335445";ELITE: DANGEROUS;Marke eingetragen
EM;"011335502";DANCECLOUD;Marke eingetragen
EM;"011335601";Cambridge Personal Styles Questionnaire;Marke eingetragen
EM;"011335692";Cambridge Personal Styles Assessment;Marke eingetragen
EM;"011335742";Clearvolt;Marke eingetragen
EM;"011335767";eni i-xpert;Marke eingetragen
EM;"011335965";swemo;Anmeldung zurückgewiesen
EM;"011336047";MENSCHHEITSLÖSUNG;Marke eingetragen
EM;"011336393";seedlab;Marke eingetragen
EM;"011336898";COJOBBER;Marke eingetragen
EM;"011336997";AFRICAINSPECTION;Marke eingetragen
EM;"011337151";BigBlueButton;Marke eingetragen
EM;"011337185";VIEWAR;Marke eingetragen
EM;"011337243";Scuba Capsule;Marke eingetragen
EM;"011337334";BLAZBLUE;Marke eingetragen
EM;"011337441";ENSP;Marke eingetragen
EM;"011337466";SUSTAINET;Marke eingetragen
EM;"011337508";BREMEX ANNSYS;Marke eingetragen
EM;"011337541";Data Virtuality;Marke eingetragen
EM;"011337565";GUILTY GEAR;Marke eingetragen
EM;"011337656";OYF;Marke eingetragen
EM;"011337698";VOOLEWOO;Marke eingetragen
EM;"011337748";ECHIQUIER CLUB;Marke eingetragen
EM;"011337813";INVISALIGN INTERLINK;Marke eingetragen
EM;"011337912";betobia;Marke eingetragen
EM;"011337961";BiSecur Gateway;Marke eingetragen
EM;"011338068";HDBOOK;Marke eingetragen
EM;"011338225";Golden Wings;Marke eingetragen
EM;"011338258";SERVIUS;Marke eingetragen
EM;"011338357";SOS - Safe our Spectrum;Marke eingetragen
EM;"011338506";valveMate;Marke eingetragen
EM;"011338662";CYLANCE;Marke eingetragen
EM;"011338787";Business LensTool for company assessment;Marke eingetragen
EM;"011338861";BUCKFAST;Marke eingetragen
EM;"011338878";5hosting;Marke eingetragen
EM;"011339066";KARBONN;Marke eingetragen
EM;"011339249";EYEFREIGHT;Marke eingetragen
EM;"011339454";JOBTONIC;Marke eingetragen
EM;"011339694";RobSim;Marke eingetragen
EM;"011339711";LHC;Marke eingetragen
EM;"011339736";ADMIRAL ABSOLUTE WIZARD;Marke eingetragen
EM;"011339751";ADMIRAL ABSOLUTE VISION;Marke eingetragen
EM;"011339793";ALOHA HONEY;Marke eingetragen
EM;"011339827";TAHITIAN DREAM;Marke eingetragen
EM;"011339884";Do.pe;Marke eingetragen
EM;"011339975";Skiresort;Marke eingetragen
EM;"011339991";SYMBIOS;Marke eingetragen
EM;"011340254";PLANBANK;Marke eingetragen
EM;"011340271";3DGE;Marke eingetragen
EM;"011340296";ABCity;Marke eingetragen
EM;"011340304";FASTSTREAM;Anmeldung zurückgewiesen
EM;"011340338";HIP-PLAN;Marke eingetragen
EM;"011340387";KNEE-PLAN;Marke eingetragen
EM;"011340445";Niras MobileNetMap;Marke eingetragen
EM;"011340577";Ebeltoft Group;Marke eingetragen
EM;"011340718";WEFFICIENT;Marke eingetragen
EM;"011340882";Playground Earth;Marke eingetragen
EM;"011341237";Clinus;Marke eingetragen
EM;"011341336";Dfuze Mobile;Marke eingetragen
EM;"011341393";The Singers‘ corner;Marke eingetragen
EM;"011341427";Photoccino;Marke eingetragen
EM;"011341534";Viva Cash;Anmeldung zurückgenommen
EM;"011341666";MOBIPLUGS;Marke eingetragen
EM;"011341724";Alexandra Fechner;Marke eingetragen
EM;"011341732";CONFEDIR - Confederazione autonoma dei dirigenti, quadri e direttivi della pubblica amministrazione;Marke eingetragen
EM;"011341922";log.os;Anmeldung zurückgewiesen
EM;"011341971";THE TIMELESS RACER;Marke eingetragen
EM;"011342102";Blocks on Top;Marke eingetragen
EM;"011342151";Sentinels of Dawn;Marke eingetragen
EM;"011342292";Light Blocks;Marke eingetragen
EM;"011342326";Luminous Temptation;Marke eingetragen
EM;"011342367";Spirits of the East;Marke eingetragen
EM;"011342524";ITBS-GROUP;Marke eingetragen
EM;"011342532";Big Stix;Marke eingetragen
EM;"011342541";Watea;Marke eingetragen
EM;"011342565";Fischer C-line;Marke eingetragen
EM;"011343167";GABACK;Marke eingetragen
EM;"011343209";DEEP BLUE;Marke eingetragen
EM;"011343449";NOVO GIGA STAR;Marke eingetragen
EM;"011343456";ROYAL DYNASTY;Marke eingetragen
EM;"011343506";Facereader;Marke eingetragen
EM;"011343704";ViaDirect;Marke eingetragen
EM;"011343985";AURIGA WIDE;Marke eingetragen
EM;"011344009";NEWEB;Marke eingetragen
EM;"011344074";RAKUTEN;Marke eingetragen
EM;"011344091";ELAN;Marke eingetragen
EM;"011346541";PARAGON;Marke eingetragen
EM;"011346632";IC;Marke eingetragen
EM;"011346657";MIRANDA GOSHAWK;Marke eingetragen
EM;"011346665";THE Y GROUP;Marke eingetragen
EM;"011346707";SAMSUNG FONBLET;Marke eingetragen
EM;"011347011";SignBank;Marke eingetragen
EM;"011347549";RIKA Das Feuer Österreichs;Marke eingetragen
EM;"011348001";Whisk;Marke eingetragen
EM;"011348166";fcstpauli.fm - the beat of st. pauli;Marke eingetragen
EM;"011348364";FCSPX;Marke eingetragen
EM;"011348414";ProMini;Marke eingetragen
EM;"011348604";Agrar-Dialog;Marke eingetragen
EM;"011348836";GOURMITALY;Marke eingetragen
EM;"011349073";NUFFNANGX;Marke eingetragen
EM;"011349248";UNISMART;Marke eingetragen
EM;"011349313";GABLIT;Marke eingetragen
EM;"011349404";TORG;Marke eingetragen
EM;"011349438";MR. PEABODY & SHERMAN;Marke eingetragen
EM;"011349453";STREET RUGBY;Marke eingetragen
EM;"011349651";Nallian;Marke eingetragen
EM;"011349801";SURE THING;Anmeldung zurückgenommen
EM;"011349859";SEE BUSINESS BETTER.;Marke eingetragen
EM;"011349933";Princess Peoni;Marke eingetragen
EM;"011350361";PLUS4U;Marke eingetragen
EM;"011350386";Innovation Engine;Marke eingetragen
EM;"011350436";Infovations;Marke eingetragen
EM;"011350477";MAPHILL;Marke eingetragen
EM;"011350501";TOTALLY BONKERS;Marke eingetragen
EM;"011350592";Spring RADAR;Marke eingetragen
EM;"011350824";POSITION CSR;Marke eingetragen
EM;"011351046";amasun;Anmeldung zurückgenommen
EM;"011351161";CATAPULT KING;Marke eingetragen
EM;"011351277";giropay ID;Anmeldung zurückgenommen
EM;"011351285";MUSICTOUCH;Marke eingetragen
EM;"011351699";PICOCAFÉ;Marke eingetragen
EM;"011351781";THE JOCKEY CLUB;Anmeldung zurückgenommen
EM;"011351871";ROSEN;Marke eingetragen
EM;"011351921";SMARTODDS;Marke eingetragen
EM;"011352002";DOOMSDAY PREPPERS;Marke eingetragen
EM;"011352358";ELECTRICDRIVE;Anmeldung zurückgewiesen
EM;"011352432";WATCHENGO;Marke eingetragen
EM;"011352465";CARNEY LABS;Marke eingetragen
EM;"011352507";MARI;Marke eingetragen
EM;"011352515";YOU'RE BOOKED;Marke eingetragen
EM;"011352671";Unleashing;Marke eingetragen
EM;"011352721";ISIGHT;Marke eingetragen
EM;"011352846";STICKY;Anmeldung zurückgewiesen
EM;"011353059";AUTOCAPTURE;Anmeldung zurückgewiesen
EM;"011353067";POPULAR MECHANICS;Marke eingetragen
EM;"011353778";OVER THE TOP PRODUCTIONS;Marke eingetragen
EM;"011354041";R-PAS;Marke eingetragen
EM;"011354123";ORA;Marke eingetragen
EM;"011354156";EY;Marke eingetragen
EM;"011354164";RITA ORA;Marke eingetragen
EM;"011354255";TECNOVALORE;Marke eingetragen
EM;"011354321";PageWrap;Marke eingetragen
EM;"011354347";in-book;Marke eingetragen
EM;"011354421";icetap;Marke eingetragen
EM;"011354479";babyplan;Marke eingetragen
EM;"011354503";Catch leadership charon agent of trasformation & change;Marke eingetragen
EM;"011354859";TRUSTEQ;Marke eingetragen
EM;"011354883";Wash@Once;Marke eingetragen
EM;"011355112";GIMBAL;Marke eingetragen
EM;"011355261";illbruck – Making it perfect;Marke eingetragen
EM;"011355286";Brierley LoyaltyWare Express;Marke eingetragen
EM;"011355492";ProcessGold;Marke eingetragen
EM;"011355765";GIGANET;Marke eingetragen
EM;"011356193";HEXOSKIN - WEARABLE BODY METRICS;Marke eingetragen
EM;"011356219";ASURESIGN;Marke eingetragen
EM;"011356342";ASUREVIP;Marke eingetragen
EM;"011356466";QUICKAX;Marke eingetragen
EM;"011356557";SMARTPORT;Marke eingetragen
EM;"011356581";HARD BASS;Marke eingetragen
EM;"011356623";SILAREX;Marke eingetragen
EM;"011356871";SCROLLMOTION;Marke eingetragen
EM;"011356904";MyCooptation;Marke eingetragen
EM;"011356921";SEVEN ACADEMY;Marke eingetragen
EM;"011356946";VERIFICATION FUTURES;Marke eingetragen
EM;"011357027";EUPALIA;Marke eingetragen
EM;"011357399";HILLY KRISTAL;Marke eingetragen
EM;"011357506";THE CHRISTMAS PIG;Marke eingetragen
EM;"011357928";taskMiner;Marke eingetragen
EM;"011357944";teamMiner;Marke eingetragen
EM;"011357977";STORIFY;Marke eingetragen
EM;"011358124";YOUCREA;Marke eingetragen
EM;"011358207";Kuamet;Marke eingetragen
EM;"011358488";powerConcept;Marke eingetragen
EM;"011358546";HAICMON;Marke eingetragen
EM;"011358702";FREEZE DETECT;Marke eingetragen
EM;"011358918";OLLO;Marke eingetragen
EM;"011359254";Tradetool;Marke eingetragen
EM;"011359411";MOONSHOT;Marke eingetragen
EM;"011359536";Join2Go;Marke eingetragen
EM;"011359999";Verkolla;Marke eingetragen
EM;"011360138";SteelTalks;Marke eingetragen
EM;"011360237";WORLDCRAFT;Anmeldung zurückgenommen
EM;"011360252";Kombitrode;Marke eingetragen
EM;"011360286";WaraWara;Marke eingetragen
EM;"011360691";REJLERS;Marke eingetragen
EM;"011360773";Global Support Pack;Anmeldung zurückgewiesen
EM;"011360849";CAPRI;Anmeldung zurückgenommen
EM;"011361045";OBJECTWAY;Marke eingetragen
EM;"011361052";RUSTI-MAGIC;Marke eingetragen
EM;"011361061";ChainPoint;Marke eingetragen
EM;"011361111";Baklayan;Marke eingetragen
EM;"011361342";Eurowatt;Marke eingetragen
EM;"011361698";Fluoro-Software;Marke eingetragen
EM;"011362084";BLACKENED RECORDINGS;Marke eingetragen
EM;"011362092";BLACKENED;Marke eingetragen
EM;"011362118";THE VAMPS;Marke eingetragen
EM;"011362159";LOCALSIGN;Marke eingetragen
EM;"011362472";INNESYS;Marke eingetragen
EM;"011362548";AVESTECH;Marke eingetragen
EM;"011362589";RISK-TO-PRICE;Marke eingetragen
EM;"011363066";PRECIRE;Marke eingetragen
EM;"011363082";PSYWARE;Marke eingetragen
EM;"011363199";Bio Versité;Anmeldung zurückgewiesen
EM;"011363322";MULTICORE CHALLENGE;Marke eingetragen
EM;"011363348";Profilux;Marke eingetragen
EM;"011363413";Genactis;Marke eingetragen
EM;"011363711";ROADTOUCH;Marke eingetragen
EM;"011363751";Jesado;Marke eingetragen
EM;"011363876";ADSOUNDS;Marke eingetragen
EM;"011363975";IL CENTRO DESTRA ITALIANO;Marke eingetragen
EM;"011363991";CENTRODESTRA ITALIANO;Marke eingetragen
EM;"011364015";SCRATCH MART;Marke eingetragen
EM;"011364221";CENTRALINK;Marke eingetragen
EM;"011364271";IREZQ;Marke eingetragen
EM;"011364304";EUPEK;Marke eingetragen
EM;"011364361";AOD;Marke eingetragen
EM;"011364486";SPICER POWERBOOST;Marke eingetragen
EM;"011365368";MACHINE CLOUD;Marke eingetragen
EM;"011365608";TIMBRE;Marke eingetragen
EM;"011366184";DANSKE NAVIGATOR;Marke eingetragen
EM;"011366382";PLAN. PERFORM. PROFIT.;Anmeldung zurückgenommen
EM;"011367232";SAMEPAGE;Marke eingetragen
EM;"011367257";Ein Team Ein Office;Marke eingetragen
EM;"011367448";DYNACAT;Marke eingetragen
EM;"011367497";DYNASHOP;Marke eingetragen
EM;"011367828";WUSSYWAT;Marke eingetragen
EM;"011367885";DEPOP;Marke eingetragen
EM;"011367951";OLYBET;Marke eingetragen
EM;"011368032";INTELESANT;Marke eingetragen
EM;"011368313";SimScale;Marke eingetragen
EM;"011368412";SurfProtect;Anmeldung zurückgewiesen
EM;"011368529";LYSYS;Marke eingetragen
EM;"011368644";MIKA NEWTON;Marke eingetragen
EM;"011368867";EuPhraC;Marke eingetragen
EM;"011368991";European Phrases Catalogue;Marke eingetragen
EM;"011369071";LuminaPad;Marke eingetragen
EM;"011369402";FALCON;Widerspruch eingelegt
EM;"011369411";PREDRIVE;Marke eingetragen
EM;"011369501";3D-Festival BEYOND;Marke eingetragen
EM;"011369543";3D-Symposium BEYOND;Marke eingetragen
EM;"011369551";ORANGE STUDIO;Marke eingetragen
EM;"011369709";SugarTrends;Marke eingetragen
EM;"011369923";EasyStyle;Marke eingetragen
EM;"011370129";AliveCor;Marke eingetragen
EM;"011370194";Sander & Doll;Marke eingetragen
EM;"011370707";CERTIFIED BLUE;Marke eingetragen
EM;"011371077";ADvendio.com;Marke eingetragen
EM;"011371085";Technihome;Marke eingetragen
EM;"011371201";Arcane Academy;Marke eingetragen
EM;"011371218";SAILFISH;Marke eingetragen
EM;"011371234";Sound Sync;Anmeldung zurückgewiesen
EM;"011371259";LEVIATHAN;Marke eingetragen
EM;"011371267";COLLINSON;Marke eingetragen
EM;"011371549";WAY by PerformanSe;Marke eingetragen
EM;"011371622";WIFLY;Marke eingetragen
EM;"011371804";SPRAYPILOT;Marke eingetragen
EM;"011371838";FIELDMASTER;Marke eingetragen
EM;"011371853";HORSTMAN;Marke eingetragen
EM;"011371952";VIMS ACCENDO;Marke eingetragen
EM;"011372141";EYETOK;Marke eingetragen
EM;"011372174";CROWDSHIELD;Marke eingetragen
EM;"011372182";SECURICONNECT;Marke eingetragen
EM;"011372281";SECURICDS;Marke eingetragen
EM;"011372406";BELLA PRINCIPESSA;Marke eingetragen
EM;"011372471";WATCH DOGS;Marke eingetragen
EM;"011372562";We finance your business;Marke eingetragen
EM;"011372612";APALABRADOS;Marke eingetragen
EM;"011372695";VIMS COMMAND;Marke eingetragen
EM;"011373073";maxsyma;Marke eingetragen
EM;"011373099";GLUCOFACTS;Marke eingetragen
EM;"011373149";Gini;Marke eingetragen
EM;"011373347";OTW;Marke eingetragen
EM;"011373677";GEVARUS AG Investmentgesellschaft;Marke eingetragen
EM;"011373685";IGENES;Marke eingetragen
EM;"011374014";FORGE Service Lab;Marke eingetragen
EM;"011374261";KIC Innoenergy Highway;Marke eingetragen
EM;"011374337";iGreen;Marke eingetragen
EM;"011374345";iGreen-ready;Marke eingetragen
EM;"011374444";you & eni;Marke eingetragen
EM;"011374535";GOBLIN KEEPER;Marke eingetragen
EM;"011374808";HERE Maps;Marke eingetragen
EM;"011374881";LIGHTNING RETURNS;Marke eingetragen
EM;"011374949";HERE Drive;Marke eingetragen
EM;"011375037";HERE Transit;Marke eingetragen
EM;"011375151";HERE Connect;Marke eingetragen
EM;"011375185";HERE Track;Marke eingetragen
EM;"011375268";HERE Explore;Marke eingetragen
EM;"011375301";UNISON MOSAIC;Marke eingetragen
EM;"011375334";HERE View;Marke eingetragen
EM;"011375383";APERVITA;Marke eingetragen
EM;"011375417";UNISON PARADIGM;Marke eingetragen
EM;"011375557";SLLOP;Marke eingetragen
EM;"011375565";QLICKER;Anmeldung zurückgewiesen
EM;"011375698";GRANDMASTER FLASH;Marke eingetragen
EM;"011375748";HIAPP;Marke eingetragen
EM;"011376001";THINK DIRTY;Marke eingetragen
EM;"011376019";ULTRANOTE;Marke eingetragen
EM;"011376217";VESTEVER;Marke eingetragen
EM;"011376225";LIGHTS IN PRODUCTION;Marke eingetragen
EM;"011376472";GET THE WORLD;Marke eingetragen
EM;"011376498";TITANIUM;Marke eingetragen
EM;"011376721";Combafi;Marke eingetragen
